3 SEASONS CAMPING RESORT INC     151.925000   REHOBOTH BEA  IB    DE WNDY333
REHOBOTH BEACH, CITY OF          453.300000   MIDWAY        PF    DE WNXY490
REHOBOTH BEACH, CITY OF          457.375000   MIDWAY        PF    DE WNXX863
REHOBOTH BEACH, CITY OF          458.250000   MIDWAY        PF    DE WNXY490
REHOBOTH BEACH, CITY OF          458.250000   REHOBOTH BEA  PL    DE WNJI248
REHOBOTH BEACH, CITY OF          458.300000   MIDWAY        PF    DE WNXY490
REHOBOTH, CITY OF                453.400000   REHOBOTH BEA  PL    DE WNGZ286
REHOBOTH, CITY OF                458.400000   REHOBOTH BEA  PL    DE WNGZ286
REICHLIN, JOSEPHINA:GOMEZ HERR   806.000000   SALISBURY     GX    MD WPBV631
REICHLIN, JOSEPHINA:GOMEZ HERR   851.862500   SALISBURY     GX    MD WPBV631
REID, DENNIS                     464.400000   WILLIAMSBURG  IB    MD KNDM891
RELIANCE WOOD PRESERVING COMPA   806.000000   FEDERALSBURG  YB    MD WNNF392
RENSHAW, GARY P                  806.000000   ALLEN         YB    MD WNQP335
RESCUE FIRE CO INC                46.060000   CAMBRIDGE     PF    MD KGC709
RETALLACK & SPRING INC           806.000000   EASTON        YB    MD WNNB683
RICHARDSON, MAJOR L              152.300000   SALISBURY     IB    MD WNXE390
RICLAND FARMS INC                461.625000   MIDDLEFORD    IB    DE WNNI618
RICLAND FARMS INC                466.625000   MIDDLEFORD    IB    DE WNNI618
RIDGELY AIRPARK INC              122.800000   RIDGELY       AF    MD WRM8
RIGGIN, RALPH                    806.000000   SALISBURY     YB    MD WNXE701
RILEY, ROBERT W                  464.625000   WILLARDS      IB    MD WNWV675
RILEY, ROBERT W                  469.625000   WILLARDS      IB    MD WNWV675
RIVERSIDE EXCAVATION CO INC      806.000000   FEDERALSBURG  YB    MD WNMZ685
ROBERT D DASHIELL INC            806.000000   SALISBURY     YB    MD WNNB672
ROBERT GANNON & SONS INC         461.600000   WILLARDS      IB    MD KBR652
ROBERT L EWING JR CONTRACTORS    464.200000   EASTON        IB    MD WNAU846
ROBERT L EWING JR CONTRACTORS    469.200000   EASTON        IB    MD WNAU846
ROBERTS REPAIR SERVICE INC       157.515000   BETHANY BEAC  LA    DE KNBH423
ROBINSON, F ELMER                152.885000   FEDERALSBURG  IS    MD KBU621
ROBINSON, JAMES H                157.485000   SALISBURY     LA    MD KUZ631
ROGER KAHL TRUCKING INC          806.000000   SEAFORD       YB    DE WNII469
ROGER KAHL TRUCKING INC          806.000000   SEAFORD       YB    MD WNII469
RONALD M COFFIN GENERAL CONTRA   806.000000   MILLSBORO     YB    MD WNQT314
ROSZIN, JOE                      151.955000   LAUREL        IB    DE WNPB213
ROUNDS, MAURICE                  151.625000   SALISBURY     IB    MD WNYZ238
ROUNDS, WILLIAM E                806.000000   SALISBURY     YB    MD WNPZ297
ROXANA VOLUNTEER FIRE COMPANY     33.420000   FRANKFORD     PF    DE KVA545
ROXANA VOLUNTEER FIRE COMPANY     33.580000   FRANKFORD     PF    DE KVA545
ROXANA VOLUNTEER FIRE COMPANY     33.720000   BAYVILLE      PF    DE KVA545
ROXANA VOLUNTEER FIRE COMPANY     33.720000   FRANKFORD     PF    DE KVA545
ROXANA VOLUNTEER FIRE COMPANY     33.720000   ROXANA        PF    DE KVA545
ROXANA VOLUNTEER FIRE COMPANY     33.780000   BAYVILLE      PF    DE KVA545
ROXANA VOLUNTEER FIRE COMPANY     33.780000   FRANKFORD     PF    DE KVA545
ROXANA VOLUNTEER FIRE COMPANY     33.780000   ROXANA        PF    DE KVA545
ROXANA VOLUNTEER FIRE COMPANY     33.860000   BAYVILLE      PF    DE KVA545
ROXANA VOLUNTEER FIRE COMPANY     33.860000   FRANKFORD     PF    DE KVA545
ROXANA VOLUNTEER FIRE COMPANY     33.860000   ROXANA        PF    DE KVA545
ROXANA VOLUNTEER FIRE COMPANY     33.920000   BAYVILLE      PF    DE KVA545
ROXANA VOLUNTEER FIRE COMPANY     33.920000   FRANKFORD     PF    DE KVA545
ROXANA VOLUNTEER FIRE COMPANY     33.920000   ROXANA        PF    DE KVA545
ROXANA VOLUNTEER FIRE COMPANY     33.960000   BAYVILLE      PF    DE KVA545
ROXANA VOLUNTEER FIRE COMPANY     33.960000   FRANKFORD     PF    DE KVA545
ROXANA VOLUNTEER FIRE COMPANY     33.960000   ROXANA        PF    DE KVA545
RUARK, GLENN P                   461.300000   WILLIAMSBURG  IB    MD WNWU521
RUARK, GLENN P                   466.300000   WILLIAMSBURG  IB    MD WNWU521
RYAN, THOMAS M                   152.465000   FRANKFORD     IS    DE KB77735
S C JOHNSON & SON INC            467.925000   SEAFORD       IB    DE KD23836
S&W AUTO BODY SHOP INC           806.000000   SALISBURY     YB    MD WNNB669
S. F. FRUIN & J. N. SCHALLER,    107.100000   FEDERALSBURG  BF    MD WDLEFM
SAATHOFF INC                     461.500000   RIDGLEY       IB    MD WNZQ671
SAATHOFF INC                     466.500000   RIDGLEY       IB    MD WNZQ671
SALISBURY AUTO BODY INC          154.600000   SALISBURY     IB    MD KD43780
SALISBURY BUILDING SUPPLY CO I    43.060000   SALISBURY     IS    MD KBN278
SALISBURY EDUCATIONAL B/C FOUN    90.300000   SALISBURY     BF    MD WDIH
SALISBURY EDUCATIONAL B/CTING    617.000000   SALISBURY     BT    MD W38BN
SALISBURY GLASS COMPANY INC      806.000000   SALISBURY     YB    MD WNNT287
SALISBURY MOBILE TELEPHONE INC   856.062500   SALISBURY     YX    MD WNNW257
SALISBURY MOBILE TELEPHONE INC   857.062500   SALISBURY     YX    MD WNNW257
SALISBURY MOBILE TELEPHONE INC   858.062500   SALISBURY     YX    MD WNNW257
SALISBURY MOBILE TELEPHONE INC   859.062500   SALISBURY     YX    MD WNNW257
SALISBURY MOBILE TELEPHONE INC   860.062500   SALISBURY     YX    MD WNNW257
SALISBURY MOBILE TELEPHONE, IN    35.240000   CAMBRIDGE     CD    MD WXR994
SALISBURY MOBILE TELEPHONE, IN    35.240000   SALISBURY     CD    MD WXR994
SALISBURY MOBILE TELEPHONE, IN    72.040000   GEORGETOWN    CD    DE KGH868
SALISBURY MOBILE TELEPHONE, IN    72.040000   SALISBURY     CD    MD KGH868
SALISBURY MOBILE TELEPHONE, IN    72.140000   SALISBURY     CD    MD WXR994
SALISBURY MOBILE TELEPHONE, IN    72.240000   GEORGETOWN    CD    DE KGH868
SALISBURY MOBILE TELEPHONE, IN    72.240000   SALISBURY     CD    MD KGH868
SALISBURY MOBILE TELEPHONE, IN    72.400000   GEORGETOWN    CD    DE KGH868
SALISBURY MOBILE TELEPHONE, IN    72.400000   SALISBURY     CD    MD KGH868
SALISBURY MOBILE TELEPHONE, IN    72.620000   SALISBURY     CD    MD KGH868
SALISBURY MOBILE TELEPHONE, IN    72.700000   SALISBURY     CD    MD KGH868
SALISBURY MOBILE TELEPHONE, IN    72.940000   SALISBURY     CD    MD KGH868
SALISBURY MOBILE TELEPHONE, IN    75.500000   SEAFORD       CD    DE WXR994
SALISBURY MOBILE TELEPHONE, IN    75.760000   FEDERALSBURG  CD    MD WXR994
SALISBURY MOBILE TELEPHONE, IN    75.880000   SALISBURY     CD    MD KGH868
SALISBURY MOBILE TELEPHONE, IN   152.030000   SALISBURY     CD    MD KGH868
SALISBURY MOBILE TELEPHONE, IN   152.090000   SALISBURY     CD    MD KGH868
SALISBURY MOBILE TELEPHONE, IN   152.180000   SALISBURY     CD    MD KGH868
SALISBURY MOBILE TELEPHONE, IN   152.240000   BELLTOWN      CD    DE WXR994
SALISBURY MOBILE TELEPHONE, IN   152.240000   FEDERALSBURG  CD    MD WXR994
SALISBURY MOBILE TELEPHONE, IN   152.240000   MILLSBORO     CD    DE WXR994
SALISBURY MOBILE TELEPHONE, IN   152.240000   SALISBURY     CD    MD WXR994
SALISBURY MOBILE TELEPHONE, IN   152.510000   CAMBRIDGE     CD    MD KGH868
SALISBURY MOBILE TELEPHONE, IN   152.510000   SALISBURY     CD    MD KGH868
SALISBURY MOBILE TELEPHONE, IN   152.720000   BETHANY BEAC  CD    DE KNKM668
SALISBURY MOBILE TELEPHONE, IN   152.720000   SALISBURY     CD    MD KNKM649
SALISBURY MOBILE TELEPHONE, IN   157.770000   SEAFORD       CD    DE KGH868
SALISBURY MOBILE TELEPHONE, IN   454.100000   SALISBURY     CD    MD WXR994
SALISBURY MOBILE TELEPHONE, IN   454.175000   WILLIAMSBURG  CD    MD KGH868
SALISBURY MOBILE TELEPHONE, IN   454.175000   WILLIAMSBURG  CD    MD KNKC300
SALISBURY MOBILE TELEPHONE, IN   454.200000   SALISBURY     CD    MD KGH868
SALISBURY MOBILE TELEPHONE, IN   454.300000   BETHANY BEAC  CD    DE KGH868
SALISBURY STATE COLLEGE          154.515000   SALISBURY     IB    MD KWK655
SALISBURY STATE COLLEGE          951.500000   SALISBURY     BA    MD WLP764
SALISBURY STATE UNIV. FOUNDAT.    89.500000   SALISBURY     BF    MD WSCL
SALISBURY STATE UNIVERSITY     21925.000000   SALISBURY     PL    MD WNTA974
SALISBURY STATE UNIVERSITY     23125.000000   SALISBURY     PL    MD WNTA973
SALISBURY STEEL PRODUCTS INC     151.805000   SALISBURY     IB    MD WNGV395
SALISBURY WICOMICO CNTY AIRPOR   806.000000   SALISBURY     YB    MD WNMP550
SALISBURY ZOO COMMISSION INC     154.570000   SALISBURY     IB    MD KD31573
SALISBURY, CITY OF                33.480000   SALISBURY     PF    MD KGA530
SALISBURY, CITY OF                33.800000   SALISBURY     PF    MD KGA530
SALISBURY, CITY OF                33.980000   SALISBURY     PF    MD KGA530
SALISBURY, CITY OF                39.820000   SALISBURY     PP    MD KGA935
SALISBURY, CITY OF               153.785000   SALISBURY     PL    MD WNGP864
SALISBURY, CITY OF               153.875000   SALISBURY     PL    MD KNCU532
SALISBURY, CITY OF               153.890000   SALISBURY     PF    MD WNXQ702
SALISBURY, CITY OF               154.280000   SALISBURY     PF    MD WNZL955
SALISBURY, CITY OF               154.385000   SALISBURY     PF    MD WNXQ702
SALISBURY, CITY OF               155.895000   SALISBURY     PL    MD WNGP864
SALISBURY, CITY OF               155.925000   SALISBURY     PL    MD KNCU532
SALISBURY, CITY OF               155.985000   SALISBURY     PL    MD WNYG282
SALISBURY, CITY OF               156.425000   SALISBURY     MC    MD KCE260
SALISBURY, CITY OF               156.425000   SALISBURY     MC    MD KEA991
SALISBURY, CITY OF               156.450000   SALISBURY     MC    MD KCE260
SALISBURY, CITY OF               156.450000   SALISBURY     MC    MD KEA991
SALISBURY, CITY OF               156.800000   SALISBURY     MC    MD KCE260
SALISBURY, CITY OF               156.800000   SALISBURY     MC    MD KEA991
SALISBURY, CITY OF               158.865000   SALISBURY     PL    MD KNCU532
SALISBURY, CITY OF               460.075000   SALISBURY     PP    MD KGA935
SALISBURY, CITY OF               460.375000   SALISBURY     PP    MD KGA935
SALISBURY, CITY OF               460.475000   SALISBURY     PP    MD KGA935
SALISBURY, CITY OF               465.075000   SALISBURY     PP    MD KGA935
SALISBURY, CITY OF               465.375000   SALISBURY     PP    MD KGA935
SALISBURY, CITY OF               465.475000   SALISBURY     PP    MD KGA935
SALISBURY, CITY OF             10525.000000   SALISBURY     RS    MD KC5878
SARIG, MIKE                      806.000000   OCEAN CITY    YB    MD WPAW782
SARTORIO, ROBB:HOGUE, TED        806.000000   SALISBURY     YB    MD WNLC707
SATTERFIELD & RYAN INC            31.480000   OAK ORCHARD   IS    DE WNGD772
SATTERFIELD & RYAN INC            47.640000   MILFORD       IS    DE KNCP868
SATTERFIELD & RYAN INC            47.640000   OAK ORCHARD   IS    DE KNCF644
SAULSBURY BROS INC               151.535000   RIDGELY       IS    MD KBB708
SAVARESE, FRANK                  861.212500   SALISBURY     YX    MD WNXS423
SAVARESE, FRANK                  862.212500   SALISBURY     YX    MD WNXS423
SAVARESE, FRANK                  863.212500   SALISBURY     YX    MD WNXS423
SAVARESE, FRANK                  864.212500   SALISBURY     YX    MD WNXS423
SAVARESE, FRANK                  865.212500   SALISBURY     YX    MD WNXS423
SCHNOOR, RICHARD G                35.100000   RIDGLEY       IB    MD WRS745
SCHULTZ SR, ROBERT L             154.600000   DENTON        IB    MD KD53542
SCHWATKA, SUZANNE R              861.012500   SALISBURY     YX    MD WNRU227
SCHWATKA, SUZANNE R              862.012500   SALISBURY     YX    MD WNRU227
SCHWATKA, SUZANNE R              863.012500   SALISBURY     YX    MD WNRU227
SCHWATKA, SUZANNE R              864.012500   SALISBURY     YX    MD WNRU227
SCHWATKA, SUZANNE R              865.012500   SALISBURY     YX    MD WNRU227
SCORCA, FRANCIS                  806.000000   SALISBURY     GX    MD WPBW449
SCORCA, FRANCIS                  851.337500   SALISBURY     GX    MD WPBW449
SCOTT, OTIS L                     35.140000   GREENWOOD     IB    DE WSC766
SEAFORD SCHOOL DISTRICT          155.220000   SEAFORD       PS    DE WNKJ392
SEAFORD VOLUNTEER FIRE DEPT IN    33.420000   SEAFORD       PF    DE KGD942
SEAFORD VOLUNTEER FIRE DEPT IN    33.580000   SEAFORD       PF    DE KGD942
SEAFORD VOLUNTEER FIRE DEPT IN    33.720000   SEAFORD       PF    DE KGD942
SEAFORD VOLUNTEER FIRE DEPT IN    33.780000   SEAFORD       PF    DE KGD942
SEAFORD VOLUNTEER FIRE DEPT IN    33.860000   SEAFORD       PF    DE KGD942
SEAFORD VOLUNTEER FIRE DEPT IN    33.920000   SEAFORD       PF    DE KGD942
SEAFORD VOLUNTEER FIRE DEPT IN    33.960000   SEAFORD       PF    DE KGD942
SEAFORD, CITY OF                  33.780000   SEAFORD       PF    DE KJL346
SEAFORD, CITY OF                  33.860000   SEAFORD       PF    DE KJL346
SEAFORD, CITY OF                 154.860000   SEAFORD       PP    DE KA21088
SEAFORD, CITY OF                 154.860000   SEAFORD       PP    DE KGX973
SEAFORD, CITY OF                 155.250000   SEAFORD       PP    DE KA21088
SEAFORD, CITY OF                 155.250000   SEAFORD       PP    DE KGX973
SEAFORD, CITY OF                 155.715000   SEAFORD       PL    DE KBR372
SEAFORD, CITY OF                 156.030000   SEAFORD       PP    DE KA21088
SEAFORD, CITY OF                 220.802500   SEAFORD       QM    DE WPCC435
SEAFORD, CITY OF                 221.802500   SEAFORD       QM    DE WPCC435
SEDGEWICK, JAMES L               806.000000   EASTON        YB    MD WNMK951
SELBYVILLE CLEANERS INC          152.300000   SELBYVILLE    IB    DE KNDC688
SELBYVILLE VOLUNTEER FIRE CO I    33.420000   SELBYVILLE    PF    DE KNBD573
SELBYVILLE VOLUNTEER FIRE CO I    33.540000   SELBYVILLE    PF    DE KNBD573
SELBYVILLE VOLUNTEER FIRE CO I    33.580000   SELBYVILLE    PF    DE KNBD573
SELBYVILLE VOLUNTEER FIRE CO I    33.620000   SELBYVILLE    PF    DE KNBD573
SELBYVILLE VOLUNTEER FIRE CO I    33.720000   SELBYVILLE    PF    DE KNBD573
SELBYVILLE VOLUNTEER FIRE CO I    33.780000   SELBYVILLE    PF    DE KNBD573
SELBYVILLE VOLUNTEER FIRE CO I    33.860000   SELBYVILLE    PF    DE KNBD573
SELBYVILLE VOLUNTEER FIRE CO I    33.920000   SELBYVILLE    PF    DE KNBD573
SELBYVILLE VOLUNTEER FIRE CO I    33.960000   SELBYVILLE    PF    DE KNBD573
SELBYVILLE, TOWN OF              155.250000   SELBYVILLE    PP    DE KUO906
SELBYVILLE, TOWN OF              158.805000   SELBYVILLE    PL    DE WNRE225
SELF PROPELLED IRRIGATION INC     49.560000   LINCHESTER    IS    MD KNIP772
SELLERS, VERNON L                151.745000   SEAFORD       IB    DE WZJ790
SERVICE AMERICA CORP             806.000000   EASTON        YB    MD WNQG775
SERVICE AMERICA CORPORATION      463.225000   SMITHVILLE    IB    MD KNBS379
SERVICE AMERICA CORPORATION      468.225000   SMITHVILLE    IB    MD KNBS379
SERVICE MASTER OF SUSSEX COUNT   806.000000   GEORGETOWN    YB    DE WNJT625
SHAFFER EQUIPMENT CO INC         151.655000   DENTON        IB    MD KNBS984
SHANNAHAN ARTESIAN WELL CO INC   464.200000   EASTON        IB    MD KNHX442
SHARPGAS INC                      49.560000   CAMBRIDGE     IS    MD WNQU651
SHARPGAS INC                      49.560000   GEORGETOWN    IS    DE WNQU651
SHARPGAS INCORPORATED             35.760000   GEORGETOWN    IS    DE KAU489
SHARPTOWN, CITY OF               154.130000   SHARPTOWN     PF    MD KD38331
SHAW, DALE                       464.900000   SALISBURY     IB    MD WNHQ410
SHAW, DALE R                     462.725000   SALISBURY     ZA    MD KAE4629
SHAW, DALE R                     467.725000   SALISBURY     ZA    MD KAE4629
SHAWS AIR CONDITIONING REFRIGE   806.000000   SAINT MICHAE  YB    MD WNPZ237
SHERIDAN ADVERTISING             806.000000   SALISBURY     YB    MD WNRA260
SHERIDAN ADVERTISING COMPANY I    30.760000   SALISBURY     IB    MD KEP519
SHOCKLEY, GEORGE E               159.555000   SALISBURY     LX    MD WNRF456
SHORE POOL CARE INC              806.000000   EASTON        YB    MD WNWH996
SHORE SERVICES INC               154.600000   SALISBURY     IB    MD KD38039
SHORE SERVICES INC               806.000000   SALISBURY     YB    MD WNLK786
SHORE UP INC                     155.235000   SALISBURY     PS    MD KNJF933
SHORELINE ROOFING AND SIDING     806.000000   EASTON        YB    MD WNPT323
SHORES, STEVEN                   806.000000   SALISBURY     YB    MD WNQT401
SHORT FUNERAL HOME INC           806.000000   DELMAR        YB    MD WNPT627
SHORT, DAVID J                   806.000000   GEORGETOWN    YB    DE WNQQ611
SHORT, RONALD D                  152.420000   FRANKFORD     IB    DE WNQU419
SHORTS MARINE INC                464.725000   LEWES         IB    DE WNRX483
SHORTS MARINE INC                469.725000   LEWES         IB    DE WNRX483
SHUFELT, BRIAN                   806.000000   EASTON        YB    MD WNQG787
SIMMONS COMMUNICATIONS CO L P      0.000000   CAMBRIDGE     TR    MD WLY289
SIMMONS COMMUNICATIONS CO L P      0.000000   OMAR          TR    DE WBB814
SIMMONS COMMUNICATIONS COMPANY     0.000000   ANGOLA        TR    DE WAN672
SIMMONS COMMUNICATIONS COMPANY     0.000000   BRIDGEVILLE   TR    DE WAD500
SIMMONS COMMUNICATIONS COMPANY     0.000000   MILTON        TR    DE WAD500
SIMMS, LEE N                     806.000000   HEBRON        YB    MD WNRN608
SIMPKINS ROOFING & SIDING CO I   806.000000   EASTON        YB    MD WNBU693
SIMPSON TOWING INC               150.890000   SALISBURY     LA    MD KWV717
SLAUGHTER BEACH MARINE INC       156.450000   MILFORD       MC    DE WHU484
SLAUGHTER BEACH MARINE INC       156.475000   MILFORD       MC    DE WHU484
SLAUGHTER BEACH MARINE INC       156.800000   MILFORD       MC    DE WHU484
SLAUGHTER BEACH MARINE INC       157.025000   MILFORD       MC    DE WHU484
SMITH, JOAN P                    159.510000   SALISBURY     LX    MD WNPO562
SMITH, JOSEPH H                  464.075000   MILLSBORO     IB    DE WNAW961
SMITH, JOSEPH H                  469.075000   MILLSBORO     IB    DE WNAW961
SMITH, LEWIS                     461.425000   EASTON        IB    MD WNKQ395
SMITH, LEWIS                     466.425000   EASTON        IB    MD WNKQ395
SNET PAGING, INC.                931.187500   SALISBURY     CD    MD KNKM815
SOCKRITER, CHARLES               151.550000   LEWES         IS    DE WNFW222
SOIL SAFE INC                    152.885000   DENTON        IS    MD WNXU654
SOIL SERVICE INC                 158.385000   DENTON        IS    MD WZB425
SOIL SERVICE INC                 806.000000   SEAFORD       YB    MD WNYW947
SOMERSET COUNTY PUBLIC SCHOOLS   461.150000   EDEN          IB    MD WNLI538
SOMERSET COUNTY PUBLIC SCHOOLS   466.150000   EDEN          IB    MD WNLI538
SOMERSET WELL DRILLING CO        806.000000   WESTOVER      YB    MD WNUP594
SOULE AND ASSOCIATES             806.000000   SALISBURY     YB    MD WNZI616
SOUTH BETHANY, TOWN OF           154.115000   SOUTH BETHAN  PL    DE WPAM480
SOUTH BETHANY, TOWN OF           155.805000   SOUTH BETHAN  PL    DE WNPX691
SOUTHERN STATES CO OP INC        151.580000   EASTON        IS    MD KYR886
SOUTHERN STATES COOPERATIVE IN   151.685000   SEAFORD       IB    DE KD34508
SOUTHERN STATES COOPERATIVE IN   451.875000   WILLIAMSBURG  IS    MD WNED771
SOUTHERN STATES COOPERATIVE IN   456.875000   WILLIAMSBURG  IS    MD WNED771
SPARKYS SEPTIC & PLUMBING SERV   151.550000   BRIDGEVILLE   IS    DE WNVU379
SPEAKE JR, JOHN M                806.000000   CAMBRIDGE     YB    MD WPAZ322
SPELL, STERLING                  936.637500   EASTON        GU    MD WPBV632
SPICER INC                       158.295000   CHURCH CREEK  IF    MD KGQ438
SPICER REAL ESTATE               464.075000   MILLSBORO     IB    DE WNSO529
SPICER REAL ESTATE               469.075000   MILLSBORO     IB    DE WNSO529
SPIES III, HENRY A               806.000000   EASTON        YB    MD WNPW859
SPONSELLER, M L                  155.175000   GEORGETOWN    PS    DE KLO384
SPURRY BROS INC                  461.500000   WILLIAMBURG   IB    MD KNCX992
SPURRY BROS INC                  466.500000   EASTON        IB    MD KNCX992
SPURRY BROS INC                  469.400000   EASTON        IB    MD KNCX992
ST MARKS MINISTRY TO AGED INC    154.570000   EASTON        IB    MD KD28717
STANLEY E MARVEL CONSTRUCTION    806.000000   DAGSBORO      YB    DE WNRJ579
STATE LINE CONSTRUCTION CO INC   806.000000   DENTON        YB    MD WNUL446
STEAM KAT HAZ MAT INC            806.000000   SALISBURY     YB    MD WNPZ531
STEENKEN, WAYNE L                806.000000   SALISBURY     GX    MD WPBW437
STEENKEN, WAYNE L                851.737500   SALISBURY     GX    MD WPBW437
STENKEN, RONNIE                  151.490000   PRESTON       IS    MD WZE608
STEVEN R MARSHALL INC PLUMBING   806.000000   EAST NEW MAR  YB    MD WNNX666
STEVENS JR, RUSSELL              806.000000   HURLOCK       YB    MD WNQH774
STINCHCOMB, OLIVER               464.275000   EASTON        IB    MD KNIX492
STINCHCOMB, OLIVER               469.275000   EASTON        IB    MD KNIX492
STORER CABLE COMMUNICATIONS OF    75.680000   LEWES         IB    DE KJA623
STORER CABLE COMMUNICATIONS OF   464.050000   GEORGETOWN    IB    DE KJA623
STORER CABLE COMMUNICATIONS OF   464.050000   LEWES         IB    DE KJA623
STORER CABLE COMMUNICATIONS OF   464.750000   GEORGETOWN    IB    DE KJA623
STORER CABLE COMMUNICATIONS OF   464.750000   LEWES         IB    DE KJA623
STORER CABLE COMMUNICATIONS OF   469.050000   GEORGETOWN    IB    DE KJA623
STORER CABLE COMMUNICATIONS OF   469.050000   LEWES         IB    DE KJA623
STORER CABLE COMMUNICATIONS OF   469.750000   GEORGETOWN    IB    DE KJA623
STORER CABLE COMMUNICATIONS OF   469.750000   LEWES         IB    DE KJA623
STROHMER, WILLIAM G:STROHMER,    156.450000   CAMBRIDGE     MC    MD WHH202
STROHMER, WILLIAM G:STROHMER,    156.800000   CAMBRIDGE     MC    MD WHH202
STULL, CHARLES C                 861.062500   SALISBURY     YX    MD WPAI804
STULL, CHARLES C                 862.062500   SALISBURY     YX    MD WPAI804
STULL, CHARLES C                 863.062500   SALISBURY     YX    MD WPAI804
STULL, CHARLES C                 864.062500   SALISBURY     YX    MD WPAI804
STULL, CHARLES C                 865.062500   SALISBURY     YX    MD WPAI804
SUBURBAN PROPANE                  43.020000   MILLSBORO     IS    DE KGE564
SUBURBAN PROPANE GAS CORP         31.640000   FRUITLAND     IS    MD KFF846
SUN MARINE MAINTENANCE INC       806.000000   FRANKFORD     YB    DE WNUV232
SUSSEX COUNTRY CLUB INC          464.450000   SEAFORD       IB    DE WNRK560
SUSSEX COUNTRY CLUB INC          469.450000   SEAFORD       IB    DE WNRK560
SUSSEX COUNTY EMERGENCY OPERAT    47.420000   GEORGETOWN    PS    DE KNCE425
SUSSEX COUNTY EMS                806.000000   GEORGETOWN    YB    DE WPBC742
SUSSEX IRRIGATION CO INC         464.625000   WILLARDS      IB    MD KNJB523
SUSSEX IRRIGATION CO INC         464.800000   SMITHVILLE    IB    MD KNJB523
SUSSEX IRRIGATION COMPANY INC    154.600000   LAUREL        IB    DE KD28747
SUSSEX TRUST BANK               2132.400000   LAUREL        IB    DE WNEO750
SUSSEX TRUST BANK               2182.400000   GEORGETOWN    IB    DE WNEO749
SUSSEX, COUNTY OF                 33.720000   GEORGETOWN    PF    DE KGC522
SUSSEX, COUNTY OF                 33.720000   NANTICOKE HU  PF    DE KGC522
SUSSEX, COUNTY OF                 33.780000   GEORGETOWN    PF    DE KGC522
SUSSEX, COUNTY OF                 33.780000   INDIAN RIVER  PF    DE KGC522
SUSSEX, COUNTY OF                 33.780000   NANTICOKE HU  PF    DE KGC522
SUSSEX, COUNTY OF                 33.860000   GEORGETOWN    PF    DE KGC522
SUSSEX, COUNTY OF                 33.860000   INDIAN RIVER  PF    DE KGC522
SUSSEX, COUNTY OF                 33.860000   NANTICOKE HU  PF    DE KGC522
SUSSEX, COUNTY OF                 33.920000   GEORGETOWN    PF    DE KGC522
SUSSEX, COUNTY OF                 33.960000   GEORGETOWN    PF    DE KGC522
SUSSEX, COUNTY OF                 33.960000   INDIAN RIVER  PF    DE KGC522
SUSSEX, COUNTY OF                 45.240000   GEORGETOWN    PL    DE WRU990
SUSSEX, COUNTY OF                154.205000   GEORGETOWN    PF    DE WPBA827
SUSSEX, COUNTY OF                154.235000   GEORGETOWN    PF    DE WPBA827
SUSSEX, COUNTY OF                154.995000   BETHANY BEAC  PL    DE KNER815
SUSSEX, COUNTY OF                154.995000   FRANKFORD     PL    DE KNER815
SUSSEX, COUNTY OF                154.995000   MILTON        PL    DE KNER815
SUSSEX, COUNTY OF                154.995000   ROXANA        PL    DE KNER815
SUSSEX, COUNTY OF                154.995000   SEAFORD       PL    DE KNER815
SUSSEX, COUNTY OF                155.880000   GEORGETOWN    PL    DE WZX565
SUSSEX, COUNTY OF                155.985000   FRANKFORD     PL    DE KNER815
SUSSEX, COUNTY OF                155.985000   MILTON        PL    DE KNER815
SUSSEX, COUNTY OF                462.950000   GEORGETOWN    PS    DE WXB793
SUSSEX, COUNTY OF                462.975000   INDIAN RIVER  PS    DE WXB793
SUSSEX, COUNTY OF                462.975000   NANTICOKE HU  PS    DE WXB793
SUSSEX, COUNTY OF                463.000000   GEORGETOWN    PS    DE KM9158
SUSSEX, COUNTY OF                463.000000   INDIAN RIVER  PS    DE WXB794
SUSSEX, COUNTY OF                463.000000   NANTICOKE HU  PS    DE WXB796
SUSSEX, COUNTY OF                463.025000   GEORGETOWN    PS    DE KM9158
SUSSEX, COUNTY OF                463.025000   INDIAN RIVER  PS    DE WXB794
SUSSEX, COUNTY OF                463.025000   NANTICOKE HU  PS    DE WXB796
SUSSEX, COUNTY OF                463.050000   GEORGETOWN    PS    DE KM9158
SUSSEX, COUNTY OF                463.050000   INDIAN RIVER  PS    DE WXB794
SUSSEX, COUNTY OF                463.050000   NANTICOKE HU  PS    DE WXB796
SUSSEX, COUNTY OF                463.075000   GEORGETOWN    PS    DE KM9158
SUSSEX, COUNTY OF                463.075000   INDIAN RIVER  PS    DE WXB794
SUSSEX, COUNTY OF                463.075000   NANTICOKE HU  PS    DE WXB796
SUSSEX, COUNTY OF                463.100000   GEORGETOWN    PS    DE KM9158
SUSSEX, COUNTY OF                463.100000   INDIAN RIVER  PS    DE WXB794
SUSSEX, COUNTY OF                463.100000   NANTICOKE HU  PS    DE WXB796
SUSSEX, COUNTY OF                463.125000   GEORGETOWN    PS    DE KM9158
SUSSEX, COUNTY OF                463.125000   INDIAN RIVER  PS    DE WXB794
SUSSEX, COUNTY OF                463.125000   NANTICOKE HU  PS    DE WXB796
SUSSEX, COUNTY OF                463.150000   GEORGETOWN    PS    DE KM9158
SUSSEX, COUNTY OF                463.150000   INDIAN RIVER  PS    DE WXB794
